name,name_zh,name_en,type,programs,programs_en,country,country_en,listed_on,remarks,local_name,aliases,address,registration_number,website
Radiotechnical and Information Systems (RTI) Concern,Radiotechnical and Information Systems,Concern,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Научно-Производственное Объединение Дальней Радиолокации» (АО «НПО Дальней Радиолокации»); Акционерное Общество «Концерн «Радиотехнические и Информационные Системы» (АО «Концерн «РТИ Системы»)；A.k.a: RTI Systems; Joint Stock Company ""Scientific and Production Associ",Акционерное Общество «Научно-Производственное Объединение Дальней Радиолокации» (АО «НПО Дальней Радиолокации»); Акционерное Общество «Концерн «Радиотехнические и Информационные Системы» (АО «Концерн «РТИ Системы»),"RTI Systems; Joint Stock Company ""Scientific and Production Associ",,,
Rapart Services LLC,,Rapart Services LLC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Общество с Ограниченной ответственностью «РАпарт Сервисез» (ООО «РАпарт Сервисез») ｜ Address(es): 141580, Moscow Oblast, Khimki, Dubrovki District, Aeroportskaya Str., 2/2, ""Sherland"" Business Centre, Russian Federation; 141580, Moscow Oblast, Khimki, Dubrovki Dist",Общество с Ограниченной ответственностью «РАпарт Сервисез» (ООО «РАпарт Сервисез»),,"141580, Moscow Oblast, Khimki, Dubrovki District, Aeroportskaya Str., 2/2, ""Sherland"" Business Centre, Russian Federation; 141580, Moscow Oblast, Khimki, Dubrovki Dist",,
Rosoboronexport OJSC (ROE),Rosoboronexport OJSC,ROE,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Рособоронэкспорт» (АО «Рособоронэкспорт») ｜ Address(es): 107076, Moscow, Stromynka Str., 272, Russian Federation Telephone: + 7 (495) 534 61 83 Website: https://roe.ru/ Email: roe@roe.ru Registration number: 7718852163 (Tax ",Акционерное Общество «Рособоронэкспорт» (АО «Рособоронэкспорт»),,"107076, Moscow, Stromynka Str., 272, Russian Federation",7718852163 (Tax,https://roe.ru/
Rostec (Russian Technologies State Corporation),Rostec,Russian Technologies State Corporation,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Государственная Корпорация по Содействию Разработке, Производству и Экспорту Высокотехнологичной Промышленной Продукции «Ростех» (Государственная Корпорация «Ростех»)；A.k.a: Rostekh; Russian Technologies; State Corporation for the Promotion of the Development, Manufacture, and Export of ","Государственная Корпорация по Содействию Разработке, Производству и Экспорту Высокотехнологичной Промышленной Продукции «Ростех» (Государственная Корпорация «Ростех»)","Rostekh; Russian Technologies; State Corporation for the Promotion of the Development, Manufacture, and Export of",,,
Rostekh – Azimuth,,Rostekh – Azimuth,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Азимут» (АО «Азимут»)；A.k.a: Azimut JSC ｜ Address(es): 125167, Moscow, Naryshkinskaya Alleya, 5, Building 2, Floor 2, Premises X, Room 15, Russian Federation Telephone: + 7 495 926 37 69 Website: https://azimut.ru/ Email: ",Акционерное Общество «Азимут» (АО «Азимут»),Azimut JSC,"125167, Moscow, Naryshkinskaya Alleya, 5, Building 2, Floor 2, Premises X, Room 15, Russian Federation",,https://azimut.ru/
Russian Aircraft Corporation MiG,,Russian Aircraft Corporation MiG,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Российская Самолетостроительная Корпорация «МиГ» (АО «РСК «МиГ»)；A.k.a: JSC ""RAC MiG""; Mikoyan ｜ Address(es): 125171, Moscow, Leningradskoe Shosse, 6, Building 1, Russian Federation Telephone: + 7(495) 721-81-00 Website: http://www.migavia.ru/ Email: inbox@rsk-mig.r",Акционерное Общество «Российская Самолетостроительная Корпорация «МиГ» (АО «РСК «МиГ»),"JSC ""RAC MiG""; Mikoyan","125171, Moscow, Leningradskoe Shosse, 6, Building 1, Russian Federation",,http://www.migavia.ru/
Russian Helicopters JSC,,Russian Helicopters JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Вертолеты России» (АО «Вертолеты России»)；A.k.a: AO Vertolety Rossii ｜ Address(es): 123610, Moscow, Bolshaya Pionerskaya, 1, Russian Federation; 123557, Moscow, Presnensky Val, 14, Russian Federation Telephone: + 7 (495) 660-5560 Website: https://www.",Акционерное Общество «Вертолеты России» (АО «Вертолеты России»),AO Vertolety Rossii,"123610, Moscow, Bolshaya Pionerskaya, 1, Russian Federation; 123557, Moscow, Presnensky Val, 14, Russian Federation",,
SP KVANT (Sovmestnoe Predpriyatie Kvantovye Tekhnologii),SP KVANT,Sovmestnoe Predpriyatie Kvantovye Tekhnologii,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Общество с Ограниченной Ответственностью «Совместное Предприятие «Квантовые Технологии» (ООО «СП «Квант»)；A.k.a: Joint Venture Quantum Technologies ｜ Address(es): 121205, Moscow, Territory of the Skolkovo Innovation Centre, Nobelya Str., 1, Russian Federation; 115230, Moscow, Varshavskoe",Общество с Ограниченной Ответственностью «Совместное Предприятие «Квантовые Технологии» (ООО «СП «Квант»),Joint Venture Quantum Technologies,"121205, Moscow, Territory of the Skolkovo Innovation Centre, Nobelya Str., 1, Russian Federation; 115230, Moscow, Varshavskoe",,
Sukhoi Aviation JSC,,Sukhoi Aviation JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Авиационная Холдинговая Компания «Сухой» (АО «Компания «Сухой»)；A.k.a: Joint Stock Company ""Aviation Holding Company ""Sukhoi"" ｜ Address(es): 125284, Moscow, Polikarpova Str., 23B, Russian Federation Telephone: + 7 (499) 550-01-06 Website: https://www.sukhoi.org/ Ema",Акционерное Общество «Авиационная Холдинговая Компания «Сухой» (АО «Компания «Сухой»),"Joint Stock Company ""Aviation Holding Company ""Sukhoi""","125284, Moscow, Polikarpova Str., 23B, Russian Federation",,https://www.sukhoi.org/ Ema
Sukhoi Civil Aircraft,,Sukhoi Civil Aircraft,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Гражданские Самолеты Сухого» (АО «ГСС»)；A.k.a: SACC; Sukhoi Civil Aircraft Company (SCAC); AO GSS ｜ Address(es): 115280, Moscow, Leninskaya Sloboda Str., 26, Floor 1, Premises IV, Room 54, Russian Federation; 125284, Moscow, Polikarpova Str., 23B, Building 2, Russia",Акционерное Общество «Гражданские Самолеты Сухого» (АО «ГСС»),SACC; Sukhoi Civil Aircraft Company (SCAC); AO GSS,"115280, Moscow, Leninskaya Sloboda Str., 26, Floor 1, Premises IV, Room 54, Russian Federation; 125284, Moscow, Polikarpova Str., 23B, Building 2, Russia",,
Tactical Missiles Corporation JSC,,Tactical Missiles Corporation JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Корпорация «Тактическое Ракетное Вооружение» (АО «Корпорация «Тактическое Ракетное Вооружение»)；A.k.a: KTRV ｜ Address(es): 141080, Moscow Oblast, Korolev, Ilycha Str., 7, Russian Federation Telephone: + 7 (495) 542-57-09 Website: https://ktrv.ru/ Email: kmo@ktrv.ru ",Акционерное Общество «Корпорация «Тактическое Ракетное Вооружение» (АО «Корпорация «Тактическое Ракетное Вооружение»),KTRV,"141080, Moscow Oblast, Korolev, Ilycha Str., 7, Russian Federation",,https://ktrv.ru/
Tupolev JSC,,Tupolev JSC,entity,出口管制·军工实体(Annex IV),Export control · military end-user (Annex IV),俄罗斯,Russia,2022-02-25,"Local name: Акционерное Общество «Туполев» (АО «Туполев») ｜ Address(es): 105005, Moscow, Akademika Tupoleva Embankment, 17, Russian Federation Telephone: + 7 (499) 263-77-77 Website: https://tupolev.ru/ Email: info@tupolev.ru Registration n",Акционерное Общество «Туполев» (АО «Туполев»),,"105005, Moscow, Akademika Tupoleva Embankment, 17, Russian Federation",,https://tupolev.ru/
